numero_de_cliente	foto_mes	prob
12159854	202106	0.000103700932014624
12159858	202106	0.00500528592459844
12160484	202106	0.00038165593640122
12160591	202106	0.000237489961199391
12160747	202106	0.00482049914147981
12160769	202106	0.000213946739704767
12160968	202106	0.00687844021282027
12161135	202106	0.000554177406868012
12161416	202106	0.00877422613228264
12161961	202106	9.35674303909453e-05
12162053	202106	0.000385926999467154
12162107	202106	0.00285958160762744
12162121	202106	9.93897811186334e-05
12162221	202106	0.000833240726507662
12162239	202106	0.00104862450704534
12162256	202106	6.49809378750874e-06
12162986	202106	7.69490871692132e-06
12163196	202106	0.000170705696073728
12163217	202106	0.00132290304010623
12163274	202106	2.7277565285881e-05
12163462	202106	0.00341915618782925
12163726	202106	0.000405049771691413
12163843	202106	0.00617223257969379
12163979	202106	0.000138803208766421
12164167	202106	0.000166129537115592
12164199	202106	0.00509016097276387
12164249	202106	4.98187293489619e-05
12164629	202106	0.00126599309791617
12165096	202106	0.000132445234613132
12165971	202106	0.00161035038907777
12166152	202106	0.0173265034232929
12166419	202106	0.00190766573913624
12166426	202106	8.14155798086582e-05
12166576	202106	0.0262535011838806
12166893	202106	6.94027750856395e-05
12166960	202106	0.00230357567523555
12167284	202106	0.000614810606257653
12167288	202106	0.00949382442929407
12167466	202106	0.0900546837706496
12167707	202106	0.00016343514085183
12167878	202106	0.00113462506170228
12168035	202106	0.0047645720259565
12168569	202106	0.000227138888357677
12168572	202106	6.28144930235234e-05
12168750	202106	0.00216474012759094
12169010	202106	0.000137847904938705
12169223	202106	1.90929102564437e-05
12169646	202106	0.000160471705434479
12170138	202106	0.00119348910331832
12170319	202106	0.00206992665636172
12170341	202106	0.000109197926288753
12170714	202106	4.65483900310233e-05
12170810	202106	9.54282184573522e-05
12171344	202106	7.81609890523778e-06
12171393	202106	0.000676984845146778
12172056	202106	0.000301852431206471
12172710	202106	5.25318751458631e-05
12173792	202106	5.78378066579667e-05
12174034	202106	0.000526621953351542
12174329	202106	3.90077198685416e-05
12174418	202106	6.67299601770158e-05
12174710	202106	7.56808488901789e-05
12174934	202106	0.000259516193647294
12175201	202106	0.0662246922793519
12175243	202106	0.000359402254884183
12175254	202106	0.000196902741839954
12175404	202106	0.000146591787645863
12175439	202106	0.000383229241660791
12176301	202106	0.000138286753384986
12176461	202106	0.0265095377457121
12176525	202106	0.000223660243056791
12176777	202106	0.000285328313483125
12177190	202106	0.00980257768404137
12177265	202106	6.14237926085107e-05
12177268	202106	0.00113342125068838
12177429	202106	7.00820609316742e-05
12177592	202106	0.00105452137154517
12177706	202106	0.00155800964073331
12177809	202106	0.0612906786924376
12177856	202106	0.014940065253718
12177966	202106	0.00249779952737071
12178236	202106	0.00100168000652583
12178247	202106	0.00900313233967371
12178300	202106	0.000135171172462819
12178325	202106	0.00156112379326492
12179012	202106	5.02079183417903e-05
12179453	202106	0.00109761778097515
12179880	202106	0.0272819962224119
12179912	202106	0.000920685423686023
12180183	202106	9.52317246472075e-06
12180332	202106	0.000459929501479762
12180456	202106	2.36592316718343e-05
12180567	202106	0.00912388398304361
12180649	202106	0.000579200573262334
12180691	202106	0.0007220846602152
12180752	202106	0.000393593809609465
12181126	202106	3.22669355503477e-05
12181246	202106	0.15640962815799
12181456	202106	0.000123246242531164
12181556	202106	0.000491280903392169
12182374	202106	0.000162559755535234
12182439	202106	0.096229212298375
12182627	202106	3.80393874576034e-05
12182926	202106	0.000184980551257751
12183008	202106	0.053808618459914
12183051	202106	0.000684430063046755
12183082	202106	2.27406501049576e-05
12183677	202106	0.00136794571037819
12183819	202106	0.000903426743078124
12183879	202106	0.00344249058614959
12184648	202106	0.000299323871526553
12184676	202106	0.000267548939987569
12184886	202106	0.001058077024874
12185046	202106	0.00322099425824161
